year,month,state_name,county_name,NDVI
2017,10,MONTANA,BROADWATER,0.0444444444444444
2017,10,MONTANA,PARK,0.0444444444444444
2017,10,MONTANA,CARBON,0.0444444444444444
2017,10,MONTANA,GOLDEN VALLEY,0.0444444444444444
2017,10,MONTANA,LIBERTY,0.3333333333333333
2017,10,MONTANA,WHEATLAND,0.3333333333333333
2017,10,MONTANA,HILL,0.3333333333333333
2017,10,MONTANA,TOOLE,0.3333333333333333
2017,10,MONTANA,JEFFERSON,0.3333333333333333
2017,10,MONTANA,FERGUS,0.3333333333333333
2017,10,MONTANA,BLAINE,0.3333333333333333
2017,10,MONTANA,BROADWATER,0.3333333333333333
2017,10,MONTANA,CHOUTEAU,0.3333333333333333
